type,name,code
NASDAQ Equity,Flushing Financial Corporation (FFIC),FFIC
NASDAQ Equity,FNCB Bancorp Inc. (FNCB),FNCB
NASDAQ Equity,Foamix Pharmaceuticals Ltd. (FOMX),FOMX
NASDAQ Equity,Focus Financial Partners Inc. (FOCS),FOCS
NASDAQ Equity,Fonar Corporation (FONR),FONR
NASDAQ Equity,"ForeScout Technologies, Inc. (FSCT)",FSCT
NASDAQ Equity,Foresight Autonomous Holdings Ltd. (FRSX),FRSX
NASDAQ Equity,"FormFactor, Inc. (FORM)",FORM
NASDAQ Equity,Formula Systems (1985) Ltd. (FORTY),FORTY
NASDAQ Equity,"Forrester Research, Inc. (FORR)",FORR
NASDAQ Equity,"Forterra, Inc. (FRTA)",FRTA
NASDAQ Equity,"Fortinet, Inc. (FTNT)",FTNT
NASDAQ Equity,"Fortress Biotech, Inc. (FBIO)",FBIO
NASDAQ Equity,"Fortress Biotech, Inc. (FBIOP)",FBIOP
NASDAQ Equity,"Forty Seven, Inc. (FTSV)",FTSV
NASDAQ Equity,Forum Merger II Corporation (FMCI),FMCI
NASDAQ Equity,Forum Merger II Corporation (FMCIU),FMCIU
NASDAQ Equity,Forum Merger II Corporation (FMCIW),FMCIW
NASDAQ Equity,Forward Air Corporation (FWRD),FWRD
NASDAQ Equity,"Forward Industries, Inc. (FORD)",FORD
NASDAQ Equity,Forward Pharma A/S (FWP),FWP
NASDAQ Equity,"Fossil Group, Inc. (FOSL)",FOSL
NASDAQ Equity,Fox Corporation (FOX),FOX
NASDAQ Equity,Fox Corporation (FOXA),FOXA
NASDAQ Equity,Fox Factory Holding Corp. (FOXF),FOXF
NASDAQ Equity,Francesca&#39;s Holdings Corporation (FRAN),FRAN
NASDAQ Equity,"Franklin Electric Co., Inc. (FELE)",FELE
NASDAQ Equity,Franklin Financial Services Corporation (FRAF),FRAF
NASDAQ Equity,"Fred&#39;s, Inc. (FRED)",FRED
NASDAQ Equity,"Freightcar America, Inc. (RAIL)",RAIL
NASDAQ Equity,"Frequency Electronics, Inc. (FEIM)",FEIM
NASDAQ Equity,"Freshpet, Inc. (FRPT)",FRPT
NASDAQ Equity,"frontdoor, inc. (FTDR)",FTDR
NASDAQ Equity,"FRONTEO, Inc. (FTEO)",FTEO
NASDAQ Equity,Frontier Communications Corporation (FTR),FTR
NASDAQ Equity,"FRP Holdings, Inc. (FRPH)",FRPH
NASDAQ Equity,"FS Bancorp, Inc. (FSBW)",FSBW
NASDAQ Equity,"FSB Bancorp, Inc. (FSBC)",FSBC
NASDAQ Equity,"Fuel Tech, Inc. (FTEK)",FTEK
NASDAQ Equity,"FuelCell Energy, Inc. (FCEL)",FCEL
NASDAQ Equity,"Fulgent Genetics, Inc. (FLGT)",FLGT
NASDAQ Equity,Fuling Global Inc. (FORK),FORK
NASDAQ Equity,"Full House Resorts, Inc. (FLL)",FLL
NASDAQ Equity,Fulton Financial Corporation (FULT),FULT
NASDAQ Equity,"Funko, Inc. (FNKO)",FNKO
NASDAQ Equity,Futu Holdings Limited (FHL),FHL
NASDAQ Equity,Future FinTech Group Inc. (FTFT),FTFT
NASDAQ Equity,"Fuwei Films (Holdings) Co., Ltd. (FFHL)",FFHL
NASDAQ Equity,"FVCBankcorp, Inc. (FVCB)",FVCB
NASDAQ Equity,"G. Willi-Food International,  Ltd. (WILC)",WILC
NASDAQ Equity,"G1 Therapeutics, Inc. (GTHX)",GTHX
NASDAQ Equity,"Gaia, Inc. (GAIA)",GAIA
NASDAQ Equity,Galapagos NV (GLPG),GLPG
NASDAQ Equity,Galectin Therapeutics Inc. (GALT),GALT
NASDAQ Equity,Galmed Pharmaceuticals Ltd. (GLMD),GLMD
NASDAQ Equity,Gamida Cell Ltd. (GMDA),GMDA
NASDAQ Equity,"Gaming and Leisure Properties, Inc. (GLPI)",GLPI
NASDAQ Equity,Garmin Ltd. (GRMN),GRMN
NASDAQ Equity,Garrison Capital Inc. (GARS),GARS
NASDAQ Equity,"GCI Liberty, Inc. (GLIBA)",GLIBA
NASDAQ Equity,"GCI Liberty, Inc. (GLIBP)",GLIBP
NASDAQ Equity,GDS Holdings Limited (GDS),GDS
NASDAQ Equity,Gemphire Therapeutics Inc. (GEMP),GEMP
NASDAQ Equity,Gencor Industries Inc. (GENC),GENC
NASDAQ Equity,General Finance Corporation (GFN),GFN
NASDAQ Equity,General Finance Corporation (GFNCP),GFNCP
NASDAQ Equity,General Finance Corporation (GFNSL),GFNSL
NASDAQ Equity,Genetic Technologies Ltd (GENE),GENE
NASDAQ Equity,GENFIT S.A. (GNFT),GNFT
NASDAQ Equity,"Genius Brands International, Inc. (GNUS)",GNUS
NASDAQ Equity,"GenMark Diagnostics, Inc. (GNMK)",GNMK
NASDAQ Equity,"Genocea Biosciences, Inc. (GNCA)",GNCA
NASDAQ Equity,"Genomic Health, Inc. (GHDX)",GHDX
NASDAQ Equity,"Genprex, Inc. (GNPX)",GNPX
NASDAQ Equity,Gentex Corporation (GNTX),GNTX
NASDAQ Equity,Gentherm Inc (THRM),THRM
NASDAQ Equity,Geospace Technologies Corporation (GEOS),GEOS
NASDAQ Equity,"German American Bancorp, Inc. (GABC)",GABC
NASDAQ Equity,Geron Corporation (GERN),GERN
NASDAQ Equity,"Gevo, Inc. (GEVO)",GEVO
NASDAQ Equity,"Gibraltar Industries, Inc. (ROCK)",ROCK
NASDAQ Equity,GigaMedia Limited (GIGM),GIGM
NASDAQ Equity,"G-III Apparel Group, LTD. (GIII)",GIII
NASDAQ Equity,Gilat Satellite Networks Ltd. (GILT),GILT
NASDAQ Equity,"Gilead Sciences, Inc. (GILD)",GILD
NASDAQ Equity,"Glacier Bancorp, Inc. (GBCI)",GBCI
NASDAQ Equity,Gladstone Capital Corporation (GLAD),GLAD
NASDAQ Equity,Gladstone Capital Corporation (GLADD),GLADD
NASDAQ Equity,Gladstone Capital Corporation (GLADN),GLADN
NASDAQ Equity,Gladstone Commercial Corporation (GOOD),GOOD
NASDAQ Equity,Gladstone Commercial Corporation (GOODM),GOODM
NASDAQ Equity,Gladstone Commercial Corporation (GOODO),GOODO
NASDAQ Equity,Gladstone Commercial Corporation (GOODP),GOODP
NASDAQ Equity,Gladstone Investment Corporation (GAIN),GAIN
NASDAQ Equity,Gladstone Investment Corporation (GAINL),GAINL
NASDAQ Equity,Gladstone Investment Corporation (GAINM),GAINM
NASDAQ Equity,Gladstone Land Corporation (LAND),LAND
NASDAQ Equity,Gladstone Land Corporation (LANDP),LANDP
NASDAQ Equity,Glen Burnie Bancorp (GLBZ),GLBZ
NASDAQ Equity,"Global Blood Therapeutics, Inc. (GBT)",GBT
NASDAQ Equity,Global Eagle Entertainment Inc. (ENT),ENT
NASDAQ Equity,Global Indemnity Limited (GBLI),GBLI
NASDAQ Equity,Global Indemnity Limited (GBLIL),GBLIL
NASDAQ Equity,Global Indemnity Limited (GBLIZ),GBLIZ
NASDAQ Equity,"Global Self Storage, Inc. (SELF)",SELF
NASDAQ Equity,"Global Water Resources, Inc. (GWRS)",GWRS
NASDAQ Equity,Global X Autonomous & Electric Vehicles ETF (DRIV),DRIV
NASDAQ Equity,Global X Cloud Computing ETF (CLOU),CLOU
NASDAQ Equity,Global X Conscious Companies ETF (KRMA),KRMA
NASDAQ Equity,Global X DAX Germany ETF (DAX),DAX
NASDAQ Equity,Global X E-commerce ETF (EBIZ),EBIZ
NASDAQ Equity,Global X FinTech ETF (FINX),FINX
NASDAQ Equity,Global X Funds Global X MSCI China Communication Services ETF (CHIC),CHIC
NASDAQ Equity,Global X Future Analytics Tech ETF (AIQ),AIQ
NASDAQ Equity,Global X Genomics & Biotechnology ETF (GNOM),GNOM
NASDAQ Equity,Global X Health & Wellness Thematic ETF (BFIT),BFIT
NASDAQ Equity,Global X Internet of Things ETF (SNSR),SNSR
NASDAQ Equity,Global X Longevity Thematic ETF (LNGR),LNGR
NASDAQ Equity,Global X Millennials Thematic ETF (MILN),MILN
NASDAQ Equity,Global X MSCI SuperDividend EAFE ETF (EFAS),EFAS
NASDAQ Equity,Global X NASDAQ-100 Covered Call ETF (QYLD),QYLD
NASDAQ Equity,Global X Robotics & Artificial Intelligence ETF (BOTZ),BOTZ
NASDAQ Equity,Global X S&P 500 Catholic Values ETF (CATH),CATH
NASDAQ Equity,Global X Social Media ETF (SOCL),SOCL
NASDAQ Equity,Global X SuperDividend Alternatives ETF (ALTY),ALTY
NASDAQ Equity,Global X SuperDividend REIT ETF (SRET),SRET
NASDAQ Equity,Global X YieldCo & Renewable Energy Income ETF (YLCO),YLCO
NASDAQ Equity,Globus Maritime Limited (GLBS),GLBS
NASDAQ Equity,Glu Mobile Inc. (GLUU),GLUU
NASDAQ Equity,"GlycoMimetics, Inc. (GLYC)",GLYC
NASDAQ Equity,Gogo Inc. (GOGO),GOGO
NASDAQ Equity,Golar LNG Limited (GLNG),GLNG
NASDAQ Equity,Golar LNG Partners LP (GMLP),GMLP
NASDAQ Equity,Golar LNG Partners LP (GMLPP),GMLPP
NASDAQ Equity,GOLDEN BULL LIMITED (DNJR),DNJR
NASDAQ Equity,"Golden Entertainment, Inc. (GDEN)",GDEN
NASDAQ Equity,Golden Ocean Group Limited (GOGL),GOGL
NASDAQ Equity,"Golub Capital BDC, Inc. (GBDC)",GBDC
NASDAQ Equity,Good Times Restaurants Inc. (GTIM),GTIM
NASDAQ Equity,"Goosehead Insurance, Inc. (GSHD)",GSHD
NASDAQ Equity,"GoPro, Inc. (GPRO)",GPRO
NASDAQ Equity,Gordon Pointe Acquisition Corp. (GPAQ),GPAQ
NASDAQ Equity,Gordon Pointe Acquisition Corp. (GPAQU),GPAQU
NASDAQ Equity,Gordon Pointe Acquisition Corp. (GPAQW),GPAQW
NASDAQ Equity,"Gores Holdings III, Inc. (GRSH)",GRSH
NASDAQ Equity,"Gores Holdings III, Inc. (GRSHU)",GRSHU
NASDAQ Equity,"Gores Holdings III, Inc. (GRSHW)",GRSHW
NASDAQ Equity,"Gores Metropoulos, Inc. (GMHI)",GMHI
NASDAQ Equity,"Gores Metropoulos, Inc. (GMHIU)",GMHIU
NASDAQ Equity,"Gores Metropoulos, Inc. (GMHIW)",GMHIW
NASDAQ Equity,"Gossamer Bio, Inc. (GOSS)",GOSS
NASDAQ Equity,"Grand Canyon Education, Inc. (LOPE)",LOPE
NASDAQ Equity,"GRAVITY Co., Ltd. (GRVY)",GRVY
NASDAQ Equity,Great Elm Capital Corp. (GECC),GECC
NASDAQ Equity,Great Elm Capital Corp. (GECCL),GECCL
NASDAQ Equity,Great Elm Capital Corp. (GECCM),GECCM
NASDAQ Equity,Great Elm Capital Corp. (GECCN),GECCN
NASDAQ Equity,"Great Elm Capital Group, Inc.  (GEC)",GEC
NASDAQ Equity,Great Lakes Dredge & Dock Corporation (GLDD),GLDD
NASDAQ Equity,"Great Southern Bancorp, Inc. (GSBC)",GSBC
NASDAQ Equity,"Green Brick Partners, Inc. (GRBK)",GRBK
NASDAQ Equity,Green Plains Partners LP (GPP),GPP
NASDAQ Equity,"Green Plains, Inc. (GPRE)",GPRE
NASDAQ Equity,"Greene County Bancorp, Inc. (GCBC)",GCBC
NASDAQ Equity,Greenland Acquisition Corporation (GLAC),GLAC
NASDAQ Equity,Greenland Acquisition Corporation (GLACR),GLACR
NASDAQ Equity,Greenland Acquisition Corporation (GLACU),GLACU
NASDAQ Equity,Greenland Acquisition Corporation (GLACW),GLACW
NASDAQ Equity,"Greenlane Holdings, Inc. (GNLN)",GNLN
NASDAQ Equity,"Greenlight Reinsurance, Ltd. (GLRE)",GLRE
NASDAQ Equity,Greenpro Capital Corp. (GRNQ),GRNQ
NASDAQ Equity,"GreenSky, Inc. (GSKY)",GSKY
NASDAQ Equity,Gridsum Holding Inc. (GSUM),GSUM
NASDAQ Equity,"Griffin Industrial Realty, Inc. (GRIF)",GRIF
NASDAQ Equity,"Grifols, S.A. (GRFS)",GRFS
NASDAQ Equity,Grindrod Shipping Holdings Ltd. (GRIN),GRIN
NASDAQ Equity,"Gritstone Oncology, Inc. (GRTS)",GRTS
NASDAQ Equity,Grocery Outlet Holding Corp. (GO),GO
NASDAQ Equity,"Groupon, Inc. (GRPN)",GRPN
NASDAQ Equity,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. (OMAB),OMAB
NASDAQ Equity,Grupo Financiero Galicia S.A. (GGAL),GGAL
NASDAQ Equity,"GSE Systems, Inc. (GVP)",GVP
NASDAQ Equity,"GSI Technology, Inc. (GSIT)",GSIT
NASDAQ Equity,GSV Capital Corp (GSVC),GSVC
NASDAQ Equity,"GTY Technology Holdings, Inc. (GTYH)",GTYH
NASDAQ Equity,"Guaranty Bancshares, Inc. (GNTY)",GNTY
NASDAQ Equity,"Guaranty Federal Bancshares, Inc. (GFED)",GFED
NASDAQ Equity,"Guardant Health, Inc. (GH)",GH
NASDAQ Equity,"Guardion Health Sciences, Inc. (GHSI)",GHSI
NASDAQ Equity,"Gulf Island Fabrication, Inc. (GIFI)",GIFI
NASDAQ Equity,"Gulf Resources, Inc. (GURE)",GURE
NASDAQ Equity,Gulfport Energy Corporation (GPOR),GPOR
NASDAQ Equity,GW Pharmaceuticals Plc (GWPH),GWPH
NASDAQ Equity,"GWG Holdings, Inc (GWGH)",GWGH
NASDAQ Equity,GX Acquisiton Corp. (GXGXU),GXGXU
NASDAQ Equity,"Gyrodyne , LLC (GYRO)",GYRO
NASDAQ Equity,"H&E Equipment Services, Inc. (HEES)",HEES
NASDAQ Equity,Hailiang Education Group Inc. (HLG),HLG
NASDAQ Equity,Hallador Energy Company (HNRG),HNRG
NASDAQ Equity,"Hallmark Financial Services, Inc. (HALL)",HALL
NASDAQ Equity,"Halozyme Therapeutics, Inc. (HALO)",HALO
NASDAQ Equity,Hamilton Lane Incorporated (HLNE),HLNE
NASDAQ Equity,"Hancock Jaffe Laboratories, Inc. (HJLI)",HJLI
NASDAQ Equity,"Hancock Jaffe Laboratories, Inc. (HJLIW)",HJLIW
NASDAQ Equity,Hancock Whitney Corporation (HWC),HWC
NASDAQ Equity,Hancock Whitney Corporation (HWCPL),HWCPL
NASDAQ Equity,Hanmi Financial Corporation (HAFC),HAFC
NASDAQ Equity,"HarborOne Bancorp, Inc. (HONE)",HONE
NASDAQ Equity,Harmonic Inc. (HLIT),HLIT
NASDAQ Equity,"Harpoon Therapeutics, Inc. (HARP)",HARP
NASDAQ Equity,"Harrow Health, Inc. (HROW)",HROW
NASDAQ Equity,"Harvard Bioscience, Inc. (HBIO)",HBIO
NASDAQ Equity,Harvest Capital Credit Corporation (HCAP),HCAP
NASDAQ Equity,Harvest Capital Credit Corporation (HCAPZ),HCAPZ
NASDAQ Equity,"Hasbro, Inc. (HAS)",HAS
NASDAQ Equity,"Hawaiian Holdings, Inc. (HA)",HA
NASDAQ Equity,"Hawkins, Inc. (HWKN)",HWKN
NASDAQ Equity,"Hawthorn Bancshares, Inc. (HWBK)",HWBK
NASDAQ Equity,Haymaker Acquisition Corp. II (HYACU),HYACU
NASDAQ Equity,"Haynes International, Inc. (HAYN)",HAYN
NASDAQ Equity,"HD Supply Holdings, Inc. (HDS)",HDS
NASDAQ Equity,HeadHunter Group PLC (HHR),HHR
NASDAQ Equity,"Health Insurance Innovations, Inc. (HIIQ)",HIIQ
NASDAQ Equity,Health Sciences Acquisitions Corporation (HSAC),HSAC
NASDAQ Equity,Health Sciences Acquisitions Corporation (HSACU),HSACU
NASDAQ Equity,Health Sciences Acquisitions Corporation (HSACW),HSACW
NASDAQ Equity,"Healthcare Services Group, Inc. (HCSG)",HCSG
NASDAQ Equity,"HealthEquity, Inc. (HQY)",HQY
NASDAQ Equity,"HealthStream, Inc. (HSTM)",HSTM
NASDAQ Equity,"Heartland Express, Inc. (HTLD)",HTLD
NASDAQ Equity,"Heartland Financial USA, Inc. (HTLF)",HTLF
NASDAQ Equity,"Heat Biologics, Inc. (HTBX)",HTBX
NASDAQ Equity,"Hebron Technology Co., Ltd. (HEBT)",HEBT
NASDAQ Equity,"Heidrick & Struggles International, Inc. (HSII)",HSII
NASDAQ Equity,Helen of Troy Limited (HELE),HELE
NASDAQ Equity,"Helios Technologies, Inc. (HLIO)",HLIO
NASDAQ Equity,"Helius Medical Technologies, Inc. (HSDT)",HSDT
NASDAQ Equity,"Hemisphere Media Group, Inc. (HMTV)",HMTV
NASDAQ Equity,"Hennessy Advisors, Inc. (HNNA)",HNNA
NASDAQ Equity,Hennessy Capital Acquisition Corp. IV (HCAC),HCAC
NASDAQ Equity,Hennessy Capital Acquisition Corp. IV (HCACU),HCACU
NASDAQ Equity,Hennessy Capital Acquisition Corp. IV (HCACW),HCACW
NASDAQ Equity,"Henry Schein, Inc. (HSIC)",HSIC
NASDAQ Equity,Heritage Commerce Corp (HTBK),HTBK
NASDAQ Equity,Heritage Financial Corporation (HFWA),HFWA
NASDAQ Equity,"Heritage-Crystal Clean, Inc. (HCCI)",HCCI
NASDAQ Equity,"Herman Miller, Inc. (MLHR)",MLHR
NASDAQ Equity,"Heron Therapeutics, Inc.   (HRTX)",HRTX
NASDAQ Equity,Heska Corporation (HSKA),HSKA
NASDAQ Equity,Hexindai Inc. (HX),HX
NASDAQ Equity,HF Foods Group Inc. (HFFG),HFFG
NASDAQ Equity,"Hibbett Sports, Inc. (HIBB)",HIBB
NASDAQ Equity,Highland/iBoxx Senior Loan ETF (SNLN),SNLN
NASDAQ Equity,Highpower International Inc (HPJ),HPJ
NASDAQ Equity,Highway Holdings Limited (HIHO),HIHO
NASDAQ Equity,"Himax Technologies, Inc. (HIMX)",HIMX
NASDAQ Equity,Hingham Institution for Savings (HIFS),HIFS
NASDAQ Equity,Histogenics Corporation (HSGX),HSGX
NASDAQ Equity,HL Acquisitions Corp. (HCCH),HCCH
NASDAQ Equity,HL Acquisitions Corp. (HCCHR),HCCHR
NASDAQ Equity,HL Acquisitions Corp. (HCCHU),HCCHU
NASDAQ Equity,HL Acquisitions Corp. (HCCHW),HCCHW
NASDAQ Equity,"HMN Financial, Inc. (HMNF)",HMNF
NASDAQ Equity,HMS Holdings Corp (HMSY),HMSY
NASDAQ Equity,"Hollysys Automation Technologies, Ltd. (HOLI)",HOLI
NASDAQ Equity,"Hologic, Inc. (HOLX)",HOLX
NASDAQ Equity,"Home Bancorp, Inc. (HBCP)",HBCP
NASDAQ Equity,"Home BancShares, Inc. (HOMB)",HOMB
NASDAQ Equity,"Home Federal Bancorp, Inc. of Louisiana (HFBL)",HFBL
NASDAQ Equity,"HomeStreet, Inc. (HMST)",HMST
NASDAQ Equity,"HomeTrust Bancshares, Inc. (HTBI)",HTBI
NASDAQ Equity,"Homology Medicines, Inc. (FIXX)",FIXX
NASDAQ Equity,Hooker Furniture Corporation (HOFT),HOFT
NASDAQ Equity,HOOKIPA Pharma Inc. (HOOK),HOOK
NASDAQ Equity,"Hope Bancorp, Inc. (HOPE)",HOPE
NASDAQ Equity,"HopFed Bancorp, Inc. (HFBC)",HFBC
NASDAQ Equity,"Horizon Bancorp, Inc. (HBNC)",HBNC
NASDAQ Equity,Horizon Technology Finance Corporation (HRZN),HRZN
NASDAQ Equity,Horizon Therapeutics Public Limited Company (HZNP),HZNP
NASDAQ Equity,Hospitality Properties Trust (HPT),HPT
NASDAQ Equity,"Hostess Brands, Inc. (TWNK)",TWNK
NASDAQ Equity,"Hostess Brands, Inc. (TWNKW)",TWNKW
NASDAQ Equity,"Hoth Therapeutics, Inc. (HOTH)",HOTH
NASDAQ Equity,Houghton Mifflin Harcourt Company (HMHC),HMHC
NASDAQ Equity,Houston Wire & Cable Company (HWCC),HWCC
NASDAQ Equity,Hovnanian Enterprises Inc (HOVNP),HOVNP
NASDAQ Equity,"Howard Bancorp, Inc. (HBMD)",HBMD
NASDAQ Equity,"HTG Molecular Diagnostics, Inc. (HTGM)",HTGM
NASDAQ Equity,Huazhu Group Limited (HTHT),HTHT
NASDAQ Equity,"Hub Group, Inc. (HUBG)",HUBG
NASDAQ Equity,"Hudson Global, Inc. (HSON)",HSON
NASDAQ Equity,"Hudson Technologies, Inc. (HDSN)",HDSN
NASDAQ Equity,Huntington Bancshares Incorporated (HBAN),HBAN
NASDAQ Equity,Huntington Bancshares Incorporated (HBANN),HBANN
NASDAQ Equity,Huntington Bancshares Incorporated (HBANO),HBANO
NASDAQ Equity,"Hurco Companies, Inc. (HURC)",HURC
NASDAQ Equity,Huron Consulting Group Inc. (HURN),HURN
NASDAQ Equity,Hutchison China MediTech Limited (HCM),HCM
NASDAQ Equity,"Huttig Building Products, Inc. (HBP)",HBP
NASDAQ Equity,"HV Bancorp, Inc. (HVBC)",HVBC
NASDAQ Equity,Hydrogenics Corporation (HYGS),HYGS
NASDAQ Equity,HyreCar Inc. (HYRE),HYRE
NASDAQ Equity,"I.D. Systems, Inc. (IDSY)",IDSY
NASDAQ Equity,"i3 Verticals, Inc. (IIIV)",IIIV
NASDAQ Equity,IAC/InterActiveCorp (IAC),IAC
NASDAQ Equity,IBERIABANK Corporation (IBKC),IBKC
NASDAQ Equity,IBERIABANK Corporation (IBKCN),IBKCN
NASDAQ Equity,IBERIABANK Corporation (IBKCO),IBKCO
NASDAQ Equity,IBERIABANK Corporation (IBKCP),IBKCP
NASDAQ Equity,icad inc. (ICAD),ICAD
NASDAQ Equity,Icahn Enterprises L.P. (IEP),IEP
NASDAQ Equity,"ICC Holdings, Inc. (ICCH)",ICCH
NASDAQ Equity,"ICF International, Inc. (ICFI)",ICFI
NASDAQ Equity,Ichor Holdings (ICHR),ICHR
NASDAQ Equity,iClick Interactive Asia Group Limited (ICLK),ICLK
NASDAQ Equity,ICON plc (ICLR),ICLR
NASDAQ Equity,"Iconix Brand Group, Inc. (ICON)",ICON
NASDAQ Equity,"ICU Medical, Inc. (ICUI)",ICUI
NASDAQ Equity,Ideal Power Inc. (IPWR),IPWR
NASDAQ Equity,"Ideanomics, Inc. (IDEX)",IDEX
NASDAQ Equity,"IDEAYA Biosciences, Inc. (IDYA)",IDYA
NASDAQ Equity,"Identiv, Inc. (INVE)",INVE
NASDAQ Equity,"Idera Pharmaceuticals, Inc. (IDRA)",IDRA
NASDAQ Equity,"IDEXX Laboratories, Inc. (IDXX)",IDXX
NASDAQ Equity,"IES Holdings, Inc. (IESC)",IESC
NASDAQ Equity,"IF Bancorp, Inc. (IROQ)",IROQ
NASDAQ Equity,iFresh Inc. (IFMK),IFMK
NASDAQ Equity,IHS Markit Ltd. (INFO),INFO
NASDAQ Equity,II-VI Incorporated (IIVI),IIVI
NASDAQ Equity,Ikonics Corporation (IKNX),IKNX
NASDAQ Equity,"Illumina, Inc. (ILMN)",ILMN
NASDAQ Equity,"IMAC Holdings, Inc. (IMAC)",IMAC
NASDAQ Equity,"IMAC Holdings, Inc. (IMACW)",IMACW
NASDAQ Equity,"Image Sensing Systems, Inc. (ISNS)",ISNS
NASDAQ Equity,Immersion Corporation (IMMR),IMMR
NASDAQ Equity,ImmuCell Corporation (ICCC),ICCC
NASDAQ Equity,"Immunic, Inc.  (IMUX)",IMUX
NASDAQ Equity,"ImmunoGen, Inc. (IMGN)",IMGN
NASDAQ Equity,"Immunomedics, Inc. (IMMU)",IMMU
NASDAQ Equity,Immuron Limited (IMRN),IMRN
NASDAQ Equity,Immuron Limited (IMRNW),IMRNW
NASDAQ Equity,Immutep Limited (IMMP),IMMP
NASDAQ Equity,"Impinj, Inc. (PI)",PI
NASDAQ Equity,IMV Inc. (IMV),IMV
NASDAQ Equity,Incyte Corporation (INCY),INCY
NASDAQ Equity,Independent Bank Corp. (INDB),INDB
NASDAQ Equity,Independent Bank Corporation (IBCP),IBCP
NASDAQ Equity,"Independent Bank Group, Inc (IBTX)",IBTX
NASDAQ Equity,Industrial Logistics Properties Trust (ILPT),ILPT
NASDAQ Equity,"Industrial Services of America, Inc. (IDSA)",IDSA
NASDAQ Equity,Infinera Corporation (INFN),INFN
NASDAQ Equity,"Infinity Pharmaceuticals, Inc. (INFI)",INFI
NASDAQ Equity,InflaRx N.V. (IFRX),IFRX
NASDAQ Equity,"Information Services Group, Inc. (III)",III
NASDAQ Equity,"Infrastructure and Energy Alternatives, Inc. (IEA)",IEA
NASDAQ Equity,"Infrastructure and Energy Alternatives, Inc. (IEAWW)",IEAWW
NASDAQ Equity,"Ingles Markets, Incorporated (IMKTA)",IMKTA
NASDAQ Equity,INmune Bio Inc. (INMB),INMB
NASDAQ Equity,"InnerWorkings, Inc. (INWK)",INWK
NASDAQ Equity,Innodata Inc. (INOD),INOD
NASDAQ Equity,"Innophos Holdings, Inc. (IPHS)",IPHS
NASDAQ Equity,Innospec Inc. (IOSP),IOSP
NASDAQ Equity,"Innovate Biopharmaceuticals, Inc. (INNT)",INNT
NASDAQ Equity,"Innovative Solutions and Support, Inc. (ISSC)",ISSC
NASDAQ Equity,"Innoviva, Inc. (INVA)",INVA
NASDAQ Equity,"Inogen, Inc (INGN)",INGN
NASDAQ Equity,"Inovalon Holdings, Inc. (INOV)",INOV
NASDAQ Equity,"Inovio Pharmaceuticals, Inc. (INO)",INO
NASDAQ Equity,Inpixon  (INPX),INPX
NASDAQ Equity,Inseego Corp. (INSG),INSG
NASDAQ Equity,"Insight Enterprises, Inc. (NSIT)",NSIT
NASDAQ Equity,"Insignia Systems, Inc. (ISIG)",ISIG
NASDAQ Equity,"Insmed, Inc. (INSM)",INSM
NASDAQ Equity,"Inspired Entertainment, Inc. (INSE)",INSE
NASDAQ Equity,"Insteel Industries, Inc. (IIIN)",IIIN
NASDAQ Equity,Insulet Corporation (PODD),PODD
NASDAQ Equity,Insurance Acquisition Corp. (INSU),INSU
NASDAQ Equity,Insurance Acquisition Corp. (INSUU),INSUU
NASDAQ Equity,Insurance Acquisition Corp. (INSUW),INSUW
NASDAQ Equity,Intec Pharma Ltd. (NTEC),NTEC
NASDAQ Equity,Integra LifeSciences Holdings Corporation (IART),IART
NASDAQ Equity,Integrated Media Technology Limited (IMTE),IMTE
NASDAQ Equity,Intel Corporation (INTC),INTC
NASDAQ Equity,"Intellia Therapeutics, Inc. (NTLA)",NTLA
NASDAQ Equity,"Inter Parfums, Inc. (IPAR)",IPAR
NASDAQ Equity,"Intercept Pharmaceuticals, Inc. (ICPT)",ICPT
NASDAQ Equity,"InterDigital, Inc. (IDCC)",IDCC
NASDAQ Equity,"Interface, Inc. (TILE)",TILE
NASDAQ Equity,"Intermolecular, Inc. (IMI)",IMI
NASDAQ Equity,Internap Corporation (INAP),INAP
NASDAQ Equity,International Bancshares Corporation (IBOC),IBOC
NASDAQ Equity,"International Money Express, Inc. (IMXI)",IMXI
NASDAQ Equity,International Speedway Corporation (ISCA),ISCA
NASDAQ Equity,Internet Gold Golden Lines Ltd. (IGLD),IGLD
NASDAQ Equity,"Interpace Diagnostics Group, Inc. (IDXG)",IDXG
NASDAQ Equity,"Intersect ENT, Inc. (XENT)",XENT
NASDAQ Equity,Interstate Power and Light Company (IPLDP),IPLDP
NASDAQ Equity,"Intevac, Inc. (IVAC)",IVAC
NASDAQ Equity,INTL FCStone Inc. (INTL),INTL
NASDAQ Equity,Intra-Cellular Therapies Inc. (ITCI),ITCI
NASDAQ Equity,Intrexon Corporation (XON),XON
NASDAQ Equity,IntriCon Corporation (IIN),IIN
NASDAQ Equity,Intuit Inc. (INTU),INTU
NASDAQ Equity,"Intuitive Surgical, Inc. (ISRG)",ISRG
NASDAQ Equity,Invesco 1-30 Laddered Treasury ETF (PLW),PLW
NASDAQ Equity,Invesco BLDRS Asia 50 ADR Index Fund (ADRA),ADRA
NASDAQ Equity,Invesco BLDRS Developed Markets 100 ADR Index Fund (ADRD),ADRD
NASDAQ Equity,Invesco BLDRS Emerging Markets 50 ADR Index Fund (ADRE),ADRE
